Protein	Gene Symbol	# Proteins	Category	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q9GZU8	PSME3IP1	1	HUMAN	26276.1	20424.6	27446.5	33919.1	29042.6	32261.1
Q9GZV5	WWTR1	1	HUMAN	2922.98	5377.85	3538.83	3228.87	1737.47	2236.65
Q9GZX9	TWSG1	1	HUMAN	4557.01	4622.82	4822.86	4721.96	3099.43	2533.85
Q9GZY8	MFF	1	HUMAN	2261.76	2558.68	3342.81	2951.52	2721.42	2953.38
Q9GZZ1	NAA50	1	HUMAN	174517	155842	174988	165472	176443	171497
Q9GZZ9	UBA5	1	HUMAN	45952.8	43628.6	50247.7	49168.1	45346.2	49176.7
Q9H000	MKRN2	1	HUMAN	18917.8	17201.6	23137.5	21568.3	20848.2	19249.2
Q9H008	LHPP	1	HUMAN	4818.54	8066.04	9944.69	8895.89	6803.54	8576.57
Q9H009	NACA2	1	HUMAN	407165	370842		245519		
Q9H019	MTFR1L	1	HUMAN	1258.74	3633.32	1551.03	2536.21	2489.29	1921.86
Q9H040	SPRTN	1	HUMAN	4459.08	3105.55	2972.6	3577.58	3553.69	3890.96
Q9H063	MAF1	1	HUMAN	6624.15	1664.1	6817.73	6716.24	6079.7	4450.05
Q9H074	PAIP1	1	HUMAN	64997.9	64165.2	65239.4	68844	67290.2	65641.5
Q9H078	CLPB	1	HUMAN	75872.8	72409.3	78772.7	81784.2	86263	84065.4
Q9H079	KATNBL1	1	HUMAN	2123.71	1425.74	1481.6	537.535	1359.22	1613.28
Q9H081	MIS12	1	HUMAN	16186.3	16242.8	15663.8	16945.1	16756.1	16139
Q9H082	RAB33B	1	HUMAN	13954.9	14049.8	20112	19480	15467.6	17241.3
Q9H089	LSG1	1	HUMAN	19393	22883.5	20417.2	24039.5	19701.1	20052
Q9H098	FAM107B	1	HUMAN	5182.22	5346.42	7577.34	8624.45	6417.26	6668.38
Q9H0A0	NAT10	1	HUMAN	30216.7	28156.5	32233	31621.8	30094.5	30411.9
Q9H0A8	COMMD4	1	HUMAN	17195.8	18129.1	19076.2	20663.6	19895.1	23099.1
Q9H0B6	KLC2	1	HUMAN	26133.9	25255.2	27445.2	26974.3	26587.3	24495.5
Q9H0C2	SLC25A31	1	HUMAN	371184	335584	160947	135038	82075.6	87439.6
Q9H0C5	BTBD1	1	HUMAN		1012.07	3254.15	2106.46	2571.18	2114.38
Q9H0C8	ILKAP	1	HUMAN	64112.7	62492.4	82051.4	84201.7	73385.7	75229.8
Q9H0D6	XRN2	1	HUMAN	95306.4	93994.4	102970	106318	108300	110274
Q9H0E2	TOLLIP	1	HUMAN	27590.3	26065	27314.8	24067	25384.9	23417.8
Q9H0E3	SAP130	1	HUMAN	12521	8707.26	11816.3	15770.8	10489.2	10801.8
Q9H0E7	USP44	1	HUMAN	32593	31408.6	21555.7	30008.7	60897.1	61370.9
Q9H0E9	BRD8	1	HUMAN	10381.1	11210.4	12549.7	12022.2	10944.9	12162
Q9H0F6	SHARPIN	1	HUMAN	2181.62	885.801	1923.42	1496.36	2298.34	1140.04
Q9H0F7	ARL6	1	HUMAN	7374.49	7681.45	8933.44	7151.89	8355.03	5664.84
Q9H0G5	NSRP1	1	HUMAN	11152.2	8571.83	15308.1	11669.3	11036.5	10682.4
Q9H0H0	INTS2	1	HUMAN	7670.67	10961.4	9543.85	9986.58	9886.87	10771.6
Q9H0H3	KLHL25	1	HUMAN	7940.89	10409.7	7075.41	7762.5	8761.8	10017.8
Q9H0H5	RACGAP1	1	HUMAN	8028.36	7715.9	7717.97	9296.24	5396.85	6666.76
Q9H0I3	CCDC113	1	HUMAN	87267.1	90261.7	79544.7	92729	85260.2	81745.6
Q9H0I9	TKTL2	1	HUMAN	15770.9	14341.7	10583.5	17493.5	12496.3	
Q9H0K1	SIK2	1	HUMAN	2128.45	9480.27	11427.7	5481.33	6242.28	8916.66
Q9H0K6	PUS7L	1	HUMAN	10325.4	8116.87	7310.64	9981.07	10186.5	10150.9
Q9H0L4	CSTF2T	1	HUMAN	10377	8962.43	8861.85	9065.35	9347.03	7905.68
Q9H0M0	WWP1	1	HUMAN	3757.63	7194.82	6381.85			2004.1
Q9H0N0	RAB6C	1	HUMAN	5296.71	4657.87	5551.71	7650.69	4881.75	4120.74
Q9H0N5	PCBD2	1	HUMAN	6239.48	8126.13	9248.84	8657.17	6309.45	7658.26
Q9H0P0	NT5C3A	1	HUMAN	14605.2	10035.2	13415.9	14113.8	14661.9	12743.8
Q9H0Q0	CYRIA	1	HUMAN	114659	107136	115573	112631	76222.2	87111.8
Q9H0R1	AP5M1	1	HUMAN				2858.11	2807.85	1122.17
Q9H0R3	TMEM222	1	HUMAN	2645.2	1731.01	2233.77	2913.6	2405.15	2709.54
Q9H0R4	HDHD2	1	HUMAN	18806.9	21743.7	22068.5	21674.8	24294.6	21038.7
Q9H0R6	QRSL1	1	HUMAN	14197.6	11874.7	17710.4	15906	15976.7	15069.5
Q9H0R8	GABARAPL1	1	HUMAN	6246.14	6216.36	7256.31	5557.68	5277	6565.19
Q9H0S4	DDX47	1	HUMAN	101403	92990.2	95652.4	90512.2	89592.1	83848.7
Q9H0U3	MAGT1	1	HUMAN	17543.2	19216.5	20115.5	22735.2	18101.3	20650
Q9H0U4	RAB1B	1	HUMAN	670294	610663	608802	619487	585177	585678
Q9H0U6	MRPL18	1	HUMAN	39422.9	37614	41520.9	39697	43306.2	34545.2
Q9H0U9	TSPYL1	1	HUMAN	2483.9	2400.3	3604.45	4266.61	3684.77	5228.19
Q9H0V1	TMEM168	1	HUMAN	2377.55	4433.72	3923.53	3849.99	3516.97	3405.81
Q9H0V9	LMAN2L	1	HUMAN	25257.2	24504.9	26938.2	26261.2	23458.8	21640.5
Q9H0W5	CCDC8	1	HUMAN	3179.09	2160.61	2540.42	2682.21	2259.43	2509.03
Q9H0W8	SMG9	1	HUMAN	14944	13746.6	15127.4	15601.8	16510.3	15079.2
Q9H0W9	C11orf54	1	HUMAN	42195.8	39646.6	48334.2	44863.6	45569.8	48581.1
Q9H0X4	FAM234A	1	HUMAN	360.873	622.092	601.465	989.956	1167.02	1174.39
Q9H0X9	OSBPL5	1	HUMAN	16773.8	15983.3	16839.5	12795.5	12160.9	12519.6
Q9H0Z9	RBM38	1	HUMAN	8742.41	4631.12	7257.12	9685.73	5387.85	5237.29
Q9H115	NAPB	1	HUMAN	2191.16	4210.58	3963.47	3899.92	3154.9	2630.82
Q9H116	GZF1	1	HUMAN	2497.04	1642.47	2667.35	2138.8	2057.7	2697.26
Q9H147	DNTTIP1	1	HUMAN	157062	185045	137160	185872	168071	148966
Q9H160	ING2	1	HUMAN	3933.57	1270.28	2138.06	2434.13	3017.94	2757.74
Q9H173	SIL1	1	HUMAN	3336.74	2628.32	2448.89	2177.99	2809.88	2680.84
Q9H1A3	METTL9	1	HUMAN	2914.57	4101.1	4478.11	6038	4275.36	4187.85
Q9H1A4	ANAPC1	1	HUMAN	9007.02	9354.94	10488.1	8453.55	9676.08	10677.7
Q9H1A7	POLR2J3	1	HUMAN	15050.8	13358.6	21140.4	21754.5	19936.5	16876.2
Q9H1B7	IRF2BPL	1	HUMAN	20700.3	16216.3	16808.6	21471.5	21008.8	20269.5
Q9H1C4	UNC93B1	1	HUMAN	3809.32	4743.06		3951.41	3462.78	3214.71
Q9H1C7	CYSTM1	1	HUMAN	11316.2	6763.04	8047.96	5786.55	8144.6	11692.1
Q9H1D9	POLR3F	1	HUMAN	28924.6	25575.5	31314.3	35262.1	29963.6	27108.4
Q9H1E3	NUCKS1	1	HUMAN	14709.3	15785.9	18418.4	23351.1	19745.5	19556.2
Q9H1E5	TMX4	1	HUMAN	17423.1	15646.2	15965.5	14682.7	15378.2	18627.8
Q9H1H9	KIF13A	1	HUMAN	65157.5	54189	44162.9	53870.9	35995.8	48522.4
Q9H1I8	ASCC2	1	HUMAN	25523.3	26835.3	23397	25521.9	30904.1	26666.5
Q9H1K0	RBSN	1	HUMAN	8617.65	10068.5	8889.24	10242.6	8443.38	8915.44
Q9H1K1	ISCU	1	HUMAN	20691.8	13085.2	16563.4	22503.2	17574.3	20901.7
Q9H1P3	OSBPL2	1	HUMAN	8562.67	11322.3	8409.48	8487.89	11790	10484.2
Q9H1Y0	ATG5	1	HUMAN	13785.7	11658.8	13671.1	15198.6	13844.2	15779.5
Q9H1Z4	WDR13	1	HUMAN	11709.5	7990.67	9669.55	9577.06	10787.8	10870.6
Q9H201	EPN3	1	HUMAN	1354.87	2603.69	2306.7	2220.81	824.76	2519.64
Q9H204	MED28	1	HUMAN	9773.32	9875.94	12693.2	15893.5	9532.63	11324
Q9H211	CDT1	1	HUMAN	3517.9	3483.06	4548.39	3581.01	3124.14	3025.73
Q9H222	ABCG5	1	HUMAN		1274.56	2963.67	1475.66	2412.71	
Q9H223	EHD4	1	HUMAN	34763.5	33921.8	34810.9	34182.6	35073.3	35863.3
Q9H257	CARD9	1	HUMAN	974.233		449.629	704.19	1327.69	1284.02
Q9H267	VPS33B	1	HUMAN	12092.5	12525.2	12402.5	11882	11213	12255.6
Q9H269	VPS16	1	HUMAN	16922.7	16099.6	19500.9	19278.1	19536.4	20420.4
Q9H270	VPS11	1	HUMAN	12117.9	14290	16344.9	15415.3	15125.7	13592.2
Q9H299	SH3BGRL3	1	HUMAN	110542	104451	121669	121880	86581	90255.9
Q9H2C0	GAN	1	HUMAN	293527	304075	428306	377744	437929	397047
Q9H2C2	ARV1	1	HUMAN	1192.29	940.286	1052.63	1904.99	1848.09	1680.36
Q9H2D6	TRIOBP	1	HUMAN	12286	12026.9	11807.5	15268.6	16209.5	17460.5
Q9H2F5	EPC1	1	HUMAN	39863.2	22937.9	13167.8	37578.1	33103.4	33081.3
Q9H2G2	SLK	1	HUMAN	60558.6	55360.7	61844.4	65288.3	61740.9	62411.1
Q9H2H8	PPIL3	1	HUMAN	27875.7	25910.1	29457.9	29165.4	27448.8	26257.7
Q9H2H9	SLC38A1	1	HUMAN	12256.2	7444.74	15696.6	12228.5	12729.7	12250.2
Q9H2J4	PDCL3	1	HUMAN	45248.7	40647.7	40801.6	37485.2	37437.3	39747
Q9H2J7	SLC6A15	1	HUMAN	8598.57	7042.82	9819.82	8705.11	8636.31	8403.55
Q9H2K0	MTIF3	1	HUMAN	14740.7	11240.7	15881.7	17004.5	17350.7	14329.1
Q9H2K2	TNKS2	1	HUMAN	11774.3	12201.2	11251.9		8266.5	3631.57
Q9H2K8	TAOK3	1	HUMAN	14794.4	9643.16	10658.1	11419.1	10749.7	12526.4
Q9H2M9	RAB3GAP2	1	HUMAN	31936.2	32601.4	32982.2	36335.8	33122.9	34803
Q9H2P0	ADNP	1	HUMAN	11073.9	9882.71	11186.8	11734.2	10559.6	11560.5
Q9H2P9	DPH5	1	HUMAN	37066.3	32928.7	40835.3	34532.9	35353.6	36229.1
Q9H2U1	DHX36	1	HUMAN	41848.3	44002.7	52153.8	50958.1	48483.3	47838.9
Q9H2U2	PPA2	1	HUMAN	656949	662066	764384	749785	878450	860898
Q9H2V7	SPNS1	1	HUMAN	11992.5	18146.2	20501.5	23580.2	29072.1	26155.4
Q9H2W6	MRPL46	1	HUMAN	33318.9	33160.8	38544.2	35009.9	39953.4	41216.3
Q9H2Y7	ZNF106	1	HUMAN	1751.65	1935.86	2704.54	2828.73	3693.6	3801.89
Q9H2Z4	NKX2-4	1	HUMAN				1076.49	1156.23	1275.56
Q9H307	PNN	1	HUMAN	39664.1	33402.9	43529.5	41867.3	36391.3	39164.3
Q9H329	EPB41L4B	1	HUMAN	812.677	122.677	1068.82	1039.2	1615.36	445.481
Q9H330	TMEM245	1	HUMAN	5129.53	4933.05	4687.44	3559.12	4126.6	5205.22
Q9H334	FOXP1	1	HUMAN	9217.29	8508.28	7926.72	10455.4	9987.8	12046.3
Q9H347	UBQLN3	1	HUMAN	1046.91	1402.41	13116.2	8058.19	10696.2	11553.8
Q9H361	PABPC3	1	HUMAN	637411	657706	640327	650839	625796	617317
Q9H3C7	GGNBP2	1	HUMAN	977.669	2725.13	2900.85	2157.62	1946.03	1198.89
Q9H3F6	KCTD10	1	HUMAN	4863.14	4495.03	1624.2	4340.43	6859.98	4383.45
Q9H3G5	CPVL	1	HUMAN	83138.6	67375.1	87267.4	82098	86588.8	78734.5
Q9H3H1	TRIT1	1	HUMAN	16574.4	14040.4	16902	15627.8	14000.2	13513
Q9H3H3	C11orf68	1	HUMAN	36426.9	34254.7	43977.9	48806.6	53621.7	49941.8
Q9H3H5	DPAGT1	1	HUMAN	8817.27	6324.97	10230.6	10220.8	9245.84	8159.59
Q9H3J6	MTRFR	1	HUMAN	696.764		1091.74	1253.65	663.802	1030.11
Q9H3K6	BOLA2B	1	HUMAN	196195	210368	302217	298922	249303	208151
Q9H3L0	MMADHC	1	HUMAN	8058.89	7302.83	8369.34	9966.46	8127.03	6832.2
Q9H3M7	TXNIP	1	HUMAN	1958.74	2944.32	2269.98	2087.62	1981.89	2385.19
Q9H3N1	TMX1	1	HUMAN	227056	193035	251750	237208	226742	217453
Q9H3P2	NELFA	1	HUMAN	278320	254397	313944	296576	307237	300052
Q9H3P7	ACBD3	1	HUMAN	35985	37476.3	34077.8	35424.5	38514	36077.7
Q9H3Q1	CDC42EP4	1	HUMAN	63620.6	40051.7	40719.5	66092.3	48658.4	50792.8
Q9H3Q3	GAL3ST2	1	HUMAN	1367.99	1613.53	2218.16	1452.5	2328.42	2583.25
Q9H3R5	CENPH	1	HUMAN	4297.08	6584.01	7610.53	6220.53	8954.08	8032.19
Q9H3S7	PTPN23	1	HUMAN	84858.8	81053.8	90638.8	88437.6	87520	90707.1
Q9H3U1	UNC45A	1	HUMAN	101244	92003.2	105961	102628	100867	98920.9
Q9H3U5	MFSD1	1	HUMAN	19940.6	14153.8	14765.3	17796.7	16600.1	20465.4
Q9H3Z4	DNAJC5	1	HUMAN	2421.09	2783.51	3382.31	3245.27	2578.24	3721.7
Q9H410	DSN1	1	HUMAN	17129	12849.9	15265.5	18011.8	17966.3	14172.7
Q9H425	C1orf198	1	HUMAN	5347.9	5785.92	5591.67	7571.89	5921.05	5319.52
Q9H426	RIMS4	1	HUMAN	4355.44	5203.67	7178.95		10676.1	9627.25
Q9H444	CHMP4B	1	HUMAN	158531	149949	195862	198061	172007	165445
Q9H446	RWDD1	1	HUMAN	29284.1	31109.3	27771.5	28745.9	24414.6	23214.8
Q9H467	CUEDC2	1	HUMAN	3075.88	2980.5	2956.83	3140.42	3600.48	2849.7
Q9H469	FBXL15	1	HUMAN	8837.53	7279.79	10441.5	7241.22	5387.27	6459.47
Q9H477	RBKS	1	HUMAN	7064.09	2845.54	2844.58	734.684	2669.63	1805.95
Q9H488	POFUT1	1	HUMAN	55425.1	52402.5	62493	62592.7	60414.4	57091.8
Q9H490	PIGU	1	HUMAN	18814.3	15964.5	12772.3	10135.1	11500	13223
Q9H496	TOR1AIP2	1	HUMAN	5253.82	2072.72	8348.44	8852.98	4910.04	6341.44
Q9H497	TOR3A	1	HUMAN	18394.5	16774.7	20454.5	22633.4	20085.2	17951.6
Q9H4A3	WNK1	1	HUMAN	42627.3	39456.8	43010.8	42660.5	41693.7	37717.6
Q9H4A4	RNPEP	1	HUMAN	201607	185051	215442	210999	212538	203557
Q9H4A5	GOLPH3L	1	HUMAN	23143.5	23674.4	27838	26855	23636.8	25824.5
Q9H4A6	GOLPH3	1	HUMAN	29024.6	21248.3	26560.7	36071	29003.5	31078.3
Q9H4B0	OSGEPL1	1	HUMAN	12615	14505.5	15037.8	17343.9	13121.2	8426.34
Q9H4B6	SAV1	1	HUMAN	2258.78	1054.15	567.009	2072.61	699.96	1243.62
Q9H4B7	TUBB1	1	HUMAN	71042.4	179471	304090	268474	196965	202561
Q9H4E7	DEF6	1	HUMAN	20689	13622	23760	20792.1	17412.8	16567.5
Q9H4G0	EPB41L1	1	HUMAN	5423.75	6767.13	5154.08	3862.02	4221.81	5254.53
Q9H4G4	GLIPR2	1	HUMAN	669.593	545.43	1376.08	1487.54	1591.82	1143.57
Q9H4H8	FAM83D	1	HUMAN	2759.25	3975.97	6381.61	4959.53	4245.29	4796.93
Q9H4I2	ZHX3	1	HUMAN	3690.51	2789.39	5063.35	5945.1	3746.66	5010.24
Q9H4I3	TRABD	1	HUMAN	21652.2	22204.3	18589.2	20793.8	20733.7	21588.1
Q9H4K7	MTG2	1	HUMAN	2870.06	4205.83	3819.88	4552.22	4970.63	4948.74
Q9H4L4	SENP3	1	HUMAN	20912.9	19694.3	21411.7	20617.2	21425.8	20227.5
Q9H4L5	OSBPL3	1	HUMAN	7594.51	10012.7	8732.3	9138.11	8261.09	8634.07
Q9H4L7	SMARCAD1	1	HUMAN	27907.7	24177.4	30375.7	29731	31495.3	30041.7
Q9H4M3	FBXO44	1	HUMAN	1868.67	5451.46	1179.99		3447.23	2746.04
Q9H4M9	EHD1	1	HUMAN	35240.8	34866.8	36974.9	36095.6	38478	39702.5
Q9H4P4	RNF41	1	HUMAN	8469.85	11318.7	8961.63	7943	9480.21	12991.2
Q9H4W6	EBF3	1	HUMAN			236.161	775.488	580.383	367.218
Q9H4Z3	PCIF1	1	HUMAN	12535.9	12156.2	12426.8	11817.5	18143.3	14576.8
Q9H501	ESF1	1	HUMAN	18688.3	20549.6	22760.6	23406.7	22273.8	20095
Q9H553	ALG2	1	HUMAN	19874.8	22116.6	28466.7	23340.8	29609.8	33114.3
Q9H582	ZNF644	1	HUMAN	5356.04	12518.8	18514.1	12909.7	4171.39	5947.86
Q9H583	HEATR1	1	HUMAN	28533.2	28495.5	28871.9	29055.8	29456.3	29074
Q9H5H4	ZNF768	1	HUMAN	18162	18917.4	18580.7	18702.1	15409.9	15531.1
Q9H5J8	TAF1D	1	HUMAN	3297.14	2969.26	6085.59	2471.07	5617.54	3628.22
Q9H5K3	POMK	1	HUMAN	9612.14	8700.01	7202.68	7369	6911.74	8988.45
Q9H5N1	RABEP2	1	HUMAN	10100.2	11719.3	11636.5	11232.7	11196.9	11355.2
Q9H5Q4	TFB2M	1	HUMAN	24175.7	23136.9	22348.2	22492.5	24798.7	24467.1
Q9H5U6	ZCCHC4	1	HUMAN	9482.08	9998.57	4781.84	10238.2	5703.81	7406.9
Q9H5V8	CDCP1	1	HUMAN	1430.22	1936.5	1173.78	3268.3	2029.88	1800.53
Q9H5V9	STEEP1	1	HUMAN	15567.8	12688.6	18084.1	16183	20527.2	19967.3
Q9H5X1	CIAO2A	1	HUMAN	14693	12563	11762.1	13084.6	12889.2	14866.5
Q9H5Z1	DHX35	1	HUMAN	10702.1	11702.2	10105.7	10786.5	9200.89	10530.6
Q9H633	RPP21	1	HUMAN	8460.82	5711.3	10423.8	10261.5	10351	6049.34
Q9H668	STN1	1	HUMAN	2676.3	2661.94	5670.07	3626.43	4684.43	4693.42
Q9H672	ASB7	1	HUMAN			110.473		1144.38	1202.86
Q9H694	BICC1	1	HUMAN	2857.15			8164.64	2349.02	10253.8
Q9H6D7	HAUS4	1	HUMAN	17950.8	13824.6	15853.9	17831	16581.9	16242.5
Q9H6E4	CCDC134	1	HUMAN	44150.2	33152.6	35319.7	43539.4	38742.4	37000.7
Q9H6E5	TUT1	1	HUMAN	5215.88	5243.14	6035.12	5569.64	4380.7	4937.91
Q9H6F5	CCDC86	1	HUMAN	2409.69	3126.64	2177.09	3205.36	2227.15	2157.75
Q9H6H4	REEP4	1	HUMAN	11638.3	11380.5	13084.2	12786.1	12220.7	10218.9
Q9H6K1	ILRUN	1	HUMAN	2664.32	2123.32	4852.59	3634.87	2352.69	3091.86
Q9H6K4	OPA3	1	HUMAN						346.612
Q9H6K5	PRR36	1	HUMAN	2999.42	3485.43	2700.96	1504.92	1661.78	1606.62
Q9H6L4	ARMC7	1	HUMAN				535.801	617.47	1265.68
Q9H6N6	MYH16	1	HUMAN			11272.4	12112.7	9547.18	9140.04
Q9H6Q4	CIAO3	1	HUMAN	17738.7	15459.5	22249	20836.5	20436	20904.7
Q9H6R0	DHX33	1	HUMAN	4353.9	2992.83	3941.56	2885.89	3109.18	2540.65
Q9H6R3	ACSS3	1	HUMAN	8615.69	8285.91	8286.16	7686.96	8104.95	8202.23
Q9H6R4	NOL6	1	HUMAN	466.961	686.935	1212.69	613.367	1248.23	992.498
Q9H6R6	ZDHHC6	1	HUMAN	5558.01	4452.46	3873.12	4700.58	3055.71	2524.7
Q9H6R7	WDCP	1	HUMAN	25831.9	15238.9	25771.8	26778.8	23300.8	21034.9
Q9H6S0	YTHDC2	1	HUMAN	68275.8	61491	70362.4	73697.1	65159.9	65402.3
Q9H6S1	AZI2	1	HUMAN	5158.77	3846.23		1414.32	1455.26	2391.45
Q9H6S3	EPS8L2	1	HUMAN	12882.4	12075.6	9731.36	14057.5	9637.16	11116.9
Q9H6T3	RPAP3	1	HUMAN	41143.7	38860.6	45159	44356.7	44273.4	43264.4
Q9H6U6	BCAS3	1	HUMAN	11905.9	11040.5	11387.7	11915	10757.9	10254.3
Q9H6U8	ALG9	1	HUMAN	4843.26	8317.01	7406.44	5085.77	6736.16	6189.14
Q9H6V9	LDAH	1	HUMAN	15189.5	9873.44	4163.93	10495.4	11646.6	8513.76
Q9H6X2	ANTXR1	1	HUMAN		1247.13	1813.71	921.321	1933.74	2493.66
Q9H6X5	C19orf44	1	HUMAN	29769.1	33648.5	12968	27937.2	10312.5	16601.6
Q9H6Y2	WDR55	1	HUMAN	14848	12157.1	11386.4	14121.7	13661.8	12226.6
Q9H6Y7	RNF167	1	HUMAN	3966.97	2818.32	5356.16	4263.36	5221.4	5780.53
Q9H6Z4	RANBP3	1	HUMAN	73446.1	69344.1	82410	80223.9	80038.5	81267
Q9H6Z9	EGLN3	1	HUMAN		2465.31	4359.42	4862.75	3775.02	2257.78
Q9H706	GAREM1	1	HUMAN	514.458	485.8	708.121	352.214	2841.12	3573.74
Q9H773	DCTPP1	1	HUMAN	375731	353536	419511	401084	412284	386135
Q9H788	SH2D4A	1	HUMAN	5592.17	3232.56	5070.61	6258.01	6074.16	5177.87
Q9H792	PEAK1	1	HUMAN	4812.77	5123.21	5448.11	4280.11	5714.6	3201.33
Q9H7B2	RPF2	1	HUMAN	6790.58	7168.83	6970.22	8146.97	10975.8	10746.2
Q9H7B4	SMYD3	1	HUMAN	16865.7	14951.3	16741	15147.5	13505.2	13067.7
Q9H7C9	AAMDC	1	HUMAN	150360	168885	199943	187441	147246	140145
Q9H7D0	DOCK5	1	HUMAN	4573.28	3537.77	2905.87	5121.71	4531.1	3783.62
Q9H7D7	WDR26	1	HUMAN	35183.6	34908.1	40973.6	39106.5	44678.1	43855.4
Q9H7E2	TDRD3	1	HUMAN	8340.72	7250	7041.87	6322.04	6181.14	6316.14
Q9H7E9	C8orf33	1	HUMAN	116318	112544	138337	131356	127490	134009
Q9H7F0	ATP13A3	1	HUMAN	708.674	703.525	940.803	721.872	920.878	604.334
Q9H7H0	METTL17	1	HUMAN	8343.31	7211.4	6683.1	6716.96	7551.99	8082.73
Q9H7L9	SUDS3	1	HUMAN	48685.6	52719.4	79742.7	64203.9	64099.6	53522.1
Q9H7N4	SCAF1	1	HUMAN	2452.51	3979.2	2867.92	2745.61	4274.62	4199.92
Q9H7P6	MVB12B	1	HUMAN	583.942	875.582	1661.28	1494.31	1341.86	1889.96
Q9H7P9	PLEKHG2	1	HUMAN	1112.38	771.582	738.864	1434.98	960.18	1324.49
Q9H7R5	ZNF665	1	HUMAN					2238.66	
Q9H7S9	ZNF703	1	HUMAN	11152.8	10207.8	15801.9	10872.8	9064.44	10322
Q9H7X7	IFT22	1	HUMAN	7487.69	8312.41	7890.66	6817.2	6662.24	4887.58
Q9H7Z3	NRDE2	1	HUMAN	14701.5	15572.5	15237.5	15956	14297.5	13875.6
Q9H7Z6	KAT8	1	HUMAN	10475.1	9941.5	13673.5	12805.8	14594	12678.4
Q9H7Z7	PTGES2	1	HUMAN	37949.9	40203.2	39684.3	42958	44298.7	43921.7
Q9H813	PACC1	1	HUMAN	8069.14	7594.79	11022.9	13038.7	13724.7	11797.8
Q9H814	PHAX	1	HUMAN	39490.8	39188.2	49249	47950.7	44814.8	44746.9
Q9H819	DNAJC18	1	HUMAN	5844.67	3634.2	5989.58	5743.74	4146.53	6805.91
Q9H825	METTL8	1	HUMAN	1516.12	1349.17	1369.3	1810.38	1360.73	1600.7
Q9H832	UBE2Z	1	HUMAN	36950.4	42328.5	46992.8	53066.2	40374.3	41710.8
Q9H845	ACAD9	1	HUMAN	17981.1	17689.3	17721.2	19277.4	17577	18425.4
Q9H853	TUBA4B	1	HUMAN					732020	676375
Q9H857	NT5DC2	1	HUMAN	62327.5	68185.3	62069.7	64819.2	68954.7	74269
Q9H867	VCPKMT	1	HUMAN	656.192	1438.31	3987.52	4126.3	1823.93	2153.51
Q9H869	YY1AP1	1	HUMAN	7132.31	7557.91	9014.13	7030.23	5896.66	7572.15
Q9H871	RMND5A	1	HUMAN	9619.55	12382.6	12204.3	12499.1	10979.6	13489.7
Q9H875	PRKRIP1	1	HUMAN	4722.16	4142.55	5300	7557.2	3428.03	5057.85
Q9H892	TTC12	1	HUMAN	1573.04	1573.71	1894.31	2007.13	1329.64	1765.55
Q9H8E8	KAT14	1	HUMAN	8830.99	5695.16	7565.19	7874.52	7658.1	7026.22
Q9H8G2	CAAP1	1	HUMAN	5460.15	6331.52	9662.5	8756.21	8773.4	8125.83
Q9H8H0	NOL11	1	HUMAN	12445.7	14309.7	15296.2	13432.6	12370.9	13948.3
Q9H8H2	DDX31	1	HUMAN	7257.36	6979.42	8163.3	8115.87	8979.71	8655.84
Q9H8H3	METTL7A	1	HUMAN	22084.5	19062.7	27871.3	28421.8	23289.8	27288.4
Q9H8K7	PAAT	1	HUMAN	6564.85	6831.3	8708.97	8840.05	6371.44	6884.56
Q9H8M2	BRD9	1	HUMAN	5572.26	2978.95	2648.39	5589.46	3057.29	3638.38
Q9H8M5	CNNM2	1	HUMAN	6753.53	9965.9	10705	17773.3	9667.39	7758.99
Q9H8M7	MINDY3	1	HUMAN	61816	47516.7	64125.4	58828.4	60779.1	59298.6
Q9H8S9	MOB1A	1	HUMAN	31391.6	17871.9	28552.6	31482.2	27346.7	20633.7
Q9H8T0	AKTIP	1	HUMAN	7315.02	5983.86	10333.4	10989	8951.57	9319.91
Q9H8U3	ZFAND3	1	HUMAN	949.877	598.248	304.881		1231.16	730.721
Q9H8V3	ECT2	1	HUMAN	3774.91	2816.62	3578.46	3649.39	3973.77	3501.9
Q9H8W4	PLEKHF2	1	HUMAN	5301.68	4892.32	7363.46	9243.13	7767.04	8806.14
Q9H8Y5	ANKZF1	1	HUMAN	39045.9	37514.6	37458.4	42881.7	43171.5	36659.6
Q9H8Y8	GORASP2	1	HUMAN	126601	124943	160876	157300	154867	164033
Q9H900	ZWILCH	1	HUMAN	19660.6	19642.2	15556.1	18157.4	18818	17123.2
Q9H910	JPT2	1	HUMAN	198566	172732	238145	239856	207114	193808
Q9H920	RNF121	1	HUMAN	4138.77	2520.93	4791.44	6333.67	5262.23	5737.62
Q9H936	SLC25A22	1	HUMAN	2874.76	4505.6	5625.56	3947.57	5140.94	3157.67
Q9H939	PSTPIP2	1	HUMAN	6990.73	5957.63	7310.01	5791.38	8046.28	8244.1
Q9H944	MED20	1	HUMAN	23460.4	25291.4	27985.3	25314.9	23754.4	23796.1
Q9H967	WDR76	1	HUMAN	2160.06	3856.45	3038	3874.83	1652.31	1347.37
Q9H974	QTRT2	1	HUMAN	67936.4	63764.2	75428.9	71037.6	82545.5	82984.4
Q9H977	WDR54	1	HUMAN	11169.3	11622.7	10460.5	13256.8	14578.4	13356.7
Q9H981	ACTR8	1	HUMAN	86396.3	82746.2	68557.3	92354.8	72377.9	69411
