Protein	Gene Symbol	# Proteins	Category	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q05518	PAL1	1	YEAST	75263.6	64769.5	48752.6	40753.9	7593.46	7711.11
Q05519	SRSF11	1	HUMAN	264978	256740	273720	261774	275544	270093
Q05521	DPP1	1	YEAST	10975.5	12197	5482.86	3644.78	2406.9	2069.22
Q05533	INM2	1	YEAST	2052.21	1022.01				
Q05543	RTT103	1	YEAST	13739.2	6175.42	5819.11	5537.19	1344.39	1928.78
Q05549	HRQ1	1	YEAST	1745.62	494.722	660.802	88.632	218.528	
Q05567	DPL1	1	YEAST	45856.6	50871.1	24830.6	21823.7	6014.47	6719.51
Q05580	HEL2	1	YEAST	15334.7	14417.2	11595.5	8322.3	2491.46	2909.07
Q05583	CIA1	1	YEAST	3954.15	7505.32	3136.92	3241.58		
Q05584	GLO2	1	YEAST	31764.3	30649.9	11789.5	15517.2	3159.83	3331.36
Q05636	RRP45	1	YEAST	44858.6	37897.9	15764.8	19021.8	3003.46	4591.05
Q05639	EEF1A2	1	HUMAN	6751160	6339630	7732380	7717100	7993280	7886410
Q05655	PRKCD	1	HUMAN	15099.2	12627.8	18091.9	17661.1	16220	16906.3
Q05682	CALD1	1	HUMAN	40237.5	40114.3	46301.8	47794	45332.9	44456
Q05707	COL14A1	1	HUMAN	9637	12854.4	7886.33	8362.49	8226.61	9419.05
Q05775	HCR1	1	YEAST	214522	185794	107815	110764	20334.6	20138.2
Q05778	PBA1	1	YEAST	14721.4	12098.4	6276.59	5271.86	1876.52	4539.47
Q05779	COQ9	1	YEAST	3580.86	3727.68	2636.32			
Q05785	ENT2	1	YEAST	36249.5	28699.7	15132.1	17333.1	5165.47	5569.04
Q05787	HRD3	1	YEAST	7374.02	6035.84	3608.97	3076.22		
Q05788	PNP1	1	YEAST	26427	23211.5	10917.1	11951.5	3201.6	3458.86
Q05791	CDC123	1	YEAST	7562.12	8719.32	5352.64			
Q05809	COA4	1	YEAST	5039.96	4632.13	2574.08	5596.37		
Q05812	MSC3	1	YEAST	7736.47	8357.14	4343.93	3788.18	1722.42	1039.86
Q05823	RNASEL	1	HUMAN	2011.38	2329.16	3927.01	2850.39	2500.36	2676.72
Q05874	NNT1	1	YEAST	9734.36	6082.4	5812.94	4596.93	2794.92	2316.98
Q05881	YLR287C	1	YEAST	27708.8	33926.7	16256	15428.8	12301.8	9875.21
Q05892	COQ11	1	YEAST	5799.6	11425	5514.91	4252.9		3301.81
Q05900	YHC1	1	YEAST	7014.27	2413		3656.08		
Q05902	ECM38	1	YEAST	4153.62	3927.33	554.399	684.666	280.858	807.935
Q05905	HRI1	1	YEAST	233561	233092	100442	97686.8	22529.3	23560.6
Q05911	ADE13	1	YEAST	168864	165424	69792.5	65812.6	14743.1	14469.1
Q05924	DCR2	1	YEAST	2796.46	3780.54	3937.39	3489.04		
Q05931	SSQ1	1	YEAST	29394.9	29590.4	14750.5	14950.5	3003.17	1551.49
Q05932	FPGS	1	HUMAN	3942.26	4308.65	3781.7	2805.48	3779.33	2967.05
Q05933	ARC18	1	YEAST	84734	91040.8	43242	37567.1	5076.17	8716.36
Q05934	VID22	1	YEAST	15574.8	17306	5178.52	5023.23	2727.12	2045.8
Q05942	RSA3	1	YEAST	13568	11062.4	5683.01	6492.99		
Q05946	UTP13	1	YEAST	36449.3	30597.1	13418.3	10832.4	5516.08	3350.71
Q05948	YLR225C	1	YEAST	25334	18734.3	10685.3	9645.56	2585.49	2031.16
Q05949	BUR2	1	YEAST	5479.05	7630.31	3291.74	2588.52	714.879	1198.53
Q05958	ECM22	1	YEAST	4580.4	6293.31	2108.16	2322.9	1218.54	
Q05979	BNA5	1	YEAST	25188.8	34566.5	12829	14092.1	3099.42	3663.36
Q05BQ5	MBTD1	1	HUMAN	1547.51		1123.12	1310.82	1655.38	2054.29
Q05BV3	EML5	1	HUMAN	5084.17	4290.48	14927.2	13903.4	17964.5	18243.8
Q06010	STE23	1	YEAST	16013.1	15998.5	6273.85	8122.75	2631.96	2450.31
Q06033	ITIH3	1	HUMAN	7205.73	10280.1	11575.3	9362.21	12909.2	10828.4
Q06053	DUS3	1	YEAST	31095.1	32076.6	16644.5	14353.2	5751.66	4390.38
Q06063	DUS4	1	YEAST	29671	15738.7	14367.4	16339	3535	2606.09
Q06070	YLR407W	1	YEAST	2941.78	2424.18	1438.37	972.612		540.206
Q06078	UTP21	1	YEAST	20047.5	22919.2	11293.8	9667.86	3576.08	3077.26
Q06089	YPR098C	1	YEAST	18186.9	15103	6587.33	8985.02		7022.95
Q06096	COG4	1	YEAST	25537.4	19077.4	8370.32	7513.88	3108.94	1992.7
Q06103	RPN7	1	YEAST	98563.9	94023.6	49354.4	45105.8	13773.2	15408.5
Q06106	MRD1	1	YEAST	36333.9	31068.9	14641.6	15361.3	4700.84	3870.23
Q06107	YPR114W	1	YEAST	8851.5	9440.66	3943.5	6447.07		
Q06124	PTPN11	1	HUMAN	60275.1	60744.1	70342.5	64157	71961.9	71613.1
Q06132	SGD1	1	YEAST	15535.3	15834.5	7098.83	8136.23	1978.71	2081.46
Q06136	KDSR	1	HUMAN	16174.3	12162.3	14764.9	9616.54	10012	11902.2
Q06142	KAP95	1	YEAST	128409	110486	51361.9	49204.8	12640.6	13709.2
Q06143	DIC1	1	YEAST	47988.6	39862.9	15525.3	15041.4	3779.94	
Q06144	ORM2	1	YEAST	11886.3	14069	8362.77	8269.77	2146.12	1775.53
Q06146	YLR257W	1	YEAST	57772.2	42778.3	26893.7	26247.1	4882.95	6671.94
Q06147	LCB5	1	YEAST	7146.22	4324.56	3542.62	3215.45		
Q06151	DCS1	1	YEAST	41226.2	38869.4	17439.6	16000.5	5987.55	4840.44
Q06156	YCS4	1	YEAST	2208.56	1228.18	690.831	916.266	317.616	
Q06168	SFH1	1	YEAST	37744	34933.6	16917.6	15393.5	3426.72	4242.15
Q06169	PEX30	1	YEAST	7336.38	5282.01	2155.13	1657.74	470.236	828.472
Q06178	NMA1	1	YEAST	27419.1	20368.8	9571.67	9820.28	2248.03	3150.67
Q06179	FMP27	1	YEAST	11982.6	11709.4	3936.88	5416.04	6296.32	
Q06188	YLR455W	1	YEAST	3512.54	8667.53	2462.11	3606.26		1479.11
Q06190	PPP2R3A	1	HUMAN		1665.73		824.48	1091.78	985.724
Q06203	PPAT	1	HUMAN	412054	348966	438116	417068	427902	393420
Q06205	FPR4	1	YEAST	240719	227764	111484	113681	27264.5	25788.7
Q06210	GFPT1	1	HUMAN	114469	107971	121236	121869	139277	136812
Q06211	MMS1	1	YEAST	7946.81	5618.99		3735.53		
Q06213	NUT2	1	YEAST	8345.9	7109.65	1971.74	2555.31	1519.15	
Q06214	JIP5	1	YEAST	20276.9	24658.5	10892.8	9910.54	5257.05	3296.38
Q06217	SMD2	1	YEAST	11662.8	19882.3	6587.16	7459.42	1311.8	983.508
Q06218	DBP9	1	YEAST	65498.1	67687.8	24808.7	27122.5	5943.51	8287.92
Q06224	YSH1	1	YEAST	34195.9	33839.9	13433.6	21767.1	5619.9	5717.51
Q06245	SEC10	1	YEAST	56776.2	32690.9	21810.4	17527	8804.47	10293.4
Q06252	YLR179C	1	YEAST	541046	502772	213260	226532	62700.9	49254.8
Q06263	VTA1	1	YEAST	9599.59	8030.76	4062.4	3394.27	1670.48	1185.39
Q06265	EXOSC9	1	HUMAN	61664.8	62637.8	69691.1	67536.2	69340.5	68336.8
Q06287	EMG1	1	YEAST	60672.4	55833.1	26306.8	29837.9	8307.3	10050.8
Q06315	SKG3	1	YEAST	15822.3	15527.6	10153.4	9528.02	6127.18	1178.53
Q06323	PSME1	1	HUMAN	205357	180330	237830	236802	214849	224934
Q06325	YPS7	1	YEAST	4297.97	7280.01		3150.79		
Q06330	RBPJ	1	HUMAN	22379.5	21533.4	31857	26048.7	30823.8	27121.1
Q06336	GGA1	1	YEAST	13014.8	9037.25	4825.09	4345.24	1427.45	901.212
Q06338	BCP1	1	YEAST	58926.2	50234.9	23585.2	24619.8	6058.25	5909.83
Q06340	ESC2	1	YEAST	12509.5	22184.7	8387.69	6144.69	2061.35	
Q06344	ESF1	1	YEAST	31839.3	31823.5	19653.4	17886.3	5019.25	4368.53
Q06346	KEI1	1	YEAST	22390.9	10745	9957.05	12059.4		
Q06385	VPS74	1	YEAST	31210.1	33559.6	16370.4	14883.5		6656.36
Q06389	FRQ1	1	YEAST	7876.78	8491.78	2908.07	3110.9		
Q06405	ATP17	1	YEAST	47380	33980.9	16183	18729.2	2862.87	4811.29
Q06406	LSM6	1	YEAST	31686.2	22373.8	11651.3	12917.6		
Q06408	ARO10	1	YEAST	19624.2	26316.6	8298.83	8196.71		
Q06409	DCK1	1	YEAST	4206.42	2922.48		1539.55		1080.57
Q06413	MEF2C	1	HUMAN	370.501		692.84	2399.03	1540.94	1978.46
Q06440	CRN1	1	YEAST	88047.8	79135.5	37396	35417.4	8945.96	8088.32
Q06449	PIN3	1	YEAST	21940.6	21884.9	11502.4	11065.7	3752.25	2564.35
Q06451	TPO3	1	YEAST	17600	16866.2	7345.03	8863.35	2494.88	1899.53
Q06455	RUNX1T1	1	HUMAN	18910.5	19250.1	24502.7	12252.5	27715.5	28988.2
Q06479	YLR352W	1	YEAST	636.054	822.516	880.774	853.625		
Q06481	APLP2	1	HUMAN	2846.56	2205.57	3949.55	5066.71	5307.44	4793.89
Q06488	RSC2	1	YEAST	18809.9	14606.6	7193.7	7172.65		3350.79
Q06489	MRI1	1	YEAST	81898.4	83361.3	34627.1	33521.6	8302.42	7033.68
Q06493	YLH47	1	YEAST	15995.3	15919.6	6056.03	5720.09	1136.55	1699.23
Q06494	YPR127W	1	YEAST	38746.3	41322.5	18659.4	19008.4	6029.45	6064.64
Q06497	ANT1	1	YEAST	8841.25	9625.48	2366.26	3260.14	1136.78	802.821
Q06504	NAT3	1	YEAST	11571.8	12192.6	4574.68	8696.73		
Q06505	SPN1	1	YEAST	30612.3	26533.8	11557.6	13925	2342.4	3163
Q06506	RRP9	1	YEAST	9643.05	8837.79	8683.53	7864.7	3084.74	
Q06508	LOA1	1	YEAST	6875.1	8318.75	5611.19	4736.31		2027.23
Q06510	TAZ1	1	YEAST	6032.79	2791.92	3266.81	6442.84		
Q06511	RRP15	1	YEAST	23843.4	21142.2	9709.95	10809.6	2840.64	2692.04
Q06512	NOC4	1	YEAST	6530.41	7542.51	4063.64	3524.54	1239.33	1553.07
Q06523	YPR148C	1	YEAST	66395.6	82415.3	39904.8	40787	8629.5	9716.08
Q06538	CSC1	1	YEAST	16056.7	13976.3	7861.99	6462.48	4627.54	
Q06543	GPN3	1	YEAST	33386.5	37200.5	14632.5	13413.7	5487.62	3459.11
Q06546	GABPA	1	HUMAN	19304	17480.5	22971.5	21012.1	21612.4	21971.2
Q06547	GABPB1	1	HUMAN			386.936	235.073	667.144	1098.23
Q06580	MLC2	1	YEAST	12371	8869.06	5628.43	7469.64	1233.23	1859.78
Q06587	RING1	1	HUMAN	8258.47	7555.6	9053.4	8794.74	8350.84	7927.4
Q06604	BSP1	1	YEAST	1453.84	1797.96	1294.45	1413.67		
Q06608	YPR172W	1	YEAST	26719.4	25620	11163.2	9893.51	1524.99	2052.33
Q06609	RAD51	1	HUMAN	6247.8	5111.82	5086.43	7266.99	6561.63	7249.09
Q06616	YPR174C	1	YEAST	5101.27	1492.16	1888.58	2028.43		
Q06623	HDA3	1	YEAST	4139.11	4335				
Q06624	AOS1	1	YEAST	16526.8	14671.8	6947.84	7436.68	2191.81	2132.68
Q06625	GDB1	1	YEAST	110663	111423	142315	130197	102413	120630
Q06630	MHR1	1	YEAST	5730.78	7888.4	2753.61	3518.91		
Q06631	BFR2	1	YEAST	44065.5	44040.8	18313.3	19775.8	4531.94	4409.96
Q06632	CFT1	1	YEAST	7238.47	3785.48	1884.87	3918.43	4536.13	
Q06639	RSC3	1	YEAST	25926.8	25613.1	14465.5	13911	5712.29	8098.64
Q06644	PMT7	1	YEAST	3345.4	2453.45	1907.93	1098.28		
Q06672	TSR2	1	YEAST	31335.1	28077.7	18087.2	14280.5	4689.01	4946.54
Q06673	ECM30	1	YEAST	2507.13	1210.26				
Q06677	SWA2	1	YEAST	12598.6	14019.5	5932.79	4672.08	1903.71	1726.19
Q06678	MRPL35	1	YEAST	28140.1	25221.6	9444.19	11205.3	3045.26	2696.68
Q06679	UTP4	1	YEAST	25817.5	27735.6	11195.7	10922.1	3028.32	2960
Q06682	UBX5	1	YEAST	7307.52	7774.9	3644.39	5155.68	2410.13	966.515
Q06685	VIP1	1	YEAST	38542.3	34949.3	18194.6	18070.8	5224.84	5181.26
Q06697	CDC73	1	YEAST	28186.7	25287.6	13861.7	11712.9	4483.45	3311.25
Q06698	YLR419W	1	YEAST	9729.19	6719.6	3491.89	2902.15	794.491	950.84
Q06704	IMH1	1	YEAST	38183.6	32280.9	19358.6	18564.5	8015.53	6041.96
Q06705	CSR1	1	YEAST	52404.5	47239.1	20847.6	22190.6	5641.84	5751.12
Q06706	IKI3	1	YEAST	70732.3	66121.5	32118.4	30632.5	7473.43	9347.67
Q06707	SWC7	1	YEAST	5217.05		7710.47	2861.13	2308.17	8229.23
Q06708	VAC14	1	YEAST	280176	235832	123989	146628	37073.8	34986.7
Q06709	REH1	1	YEAST	84203.7	95083.8	46672.2	48778.9	9737.36	9050.63
Q06787	FMR1	1	HUMAN	24153.7	26403.1	31068.1	27144.8	32408	30113.4
Q06815	MRL1	1	YEAST	8034.22	7821.8	2835.85	3839.59		1015.65
Q06817	GRS2	1	YEAST	63295.8	53593.5	39247.6	34754.1	13618.3	5733.94
Q06830	PRDX1	1	HUMAN	2577080	2319250	2933880	2931980	2483730	2459560
Q06833	NVJ2	1	YEAST	19145.3	26194.1	13399.5	12431.5	8738.42	5482.86
Q06839	YPR097W	1	YEAST	24163.2	22576.6	9167.63	9630.08	3306.32	2697.87
Q06891	RAF1	1	YEAST	21213.2	22690.6	9810.96	15595.2	6500.34	6472.21
Q06892	POS5	1	YEAST	26679.8	22890.9	27923	16209.4	5577.63	
Q07020	RPL18	1	HUMAN	1355090	1192820	1566830	1583440	1307180	1312220
Q07021	C1QBP	1	HUMAN	863664	844282	993764	1016600	745454	757057
Q07065	CKAP4	1	HUMAN	46276.3	44302.7	49850.9	46886.2	46298.4	48762.9
Q07084	SSK1	1	YEAST	159931	129887	99658.1	93024.4	38223.9	41465.7
Q07092	COL16A1	1	HUMAN	44734.2	50952.1	64822.2	63986.9	60037.2	60718.8
Q07157	TJP1	1	HUMAN	22399.3	18887.6	22238.1	22937.4	21805.9	20574.4
Q07283	TCHH	1	HUMAN	14633.3	8739.86	6018.63	17593.3	11074.7	7360.88
Q07349	MRX9	1	YEAST	118510	91555.9	66478.8	61417.5	13863	15252.5
Q07350	PRP11	1	YEAST	4477.14	4801.05	4286.05	1125.49	873.956	
Q07362	PBP4	1	YEAST	22358	21679.6	10409.8	8981.61	2814.21	4045.32
Q07381	TSR1	1	YEAST	22593.3	20415.5	10195.7	10483.3	5060.63	5882.84
Q07395	SYO1	1	YEAST	36694.5	28278.2	11536.6	13576.6	3906.96	4733.13
Q07418	PEX19	1	YEAST	14159.7	12994.2	7248.48	6364.16	1476.89	1901.39
Q07451	YET3	1	YEAST	99210.3	65834.3	36438.9	38421.8	12414.7	7281.5
Q07454	YDL073W	1	YEAST	7869.72	9836.94	6800.11	11043.2		1842.46
Q07457	BRE1	1	YEAST	11245.6	10726.2	6103.63	6449.42	1602.66	1129.31
Q07468	VAM6	1	YEAST	2984.07	3656.09		860.444		
Q07478	SUB2	1	YEAST	456399	405740	193141	202978	39225	38784.2
Q07505	YDL086W	1	YEAST	75483.3	65158.6	36262.1	35069.9	7516.12	6457.44
Q07508	LUC7	1	YEAST	1361.59	700.616	1645.01			
Q07527	TRM3	1	YEAST	27823.5	28276.1	13129	12631.3	5409.04	4770.63
Q07528	ATG20	1	YEAST	975.607		189.291			
Q07540	YFH1	1	YEAST	21173.4	19046.8	14727.8	12050		6466.85
Q07541	EXP1	1	YEAST	18377.4	18806.1	15796.9	12029.9	3820.64	4223.03
Q07551	YDL124W	1	YEAST	264609	248404	101847	100140	22483.4	27526.4
Q07589	YDL144C	1	YEAST	12494.9	15076.8	5343.23	6610.82	1378.14	4543.65
Q07617	SPAG1	1	HUMAN	28433	25350.9	23040.1	23853.9	20791.5	20167.6
Q07622	ACK1	1	YEAST	5423.11	4657.45	1988.61	2553.99		1613.65
Q07623	NOP6	1	YEAST	25742.7	21705.4	10532.1	11722.7	2943.66	2063.51
Q07648	DTD1	1	YEAST	45495	47299.6	21661.4	17795.2	3463	3115.01
Q07655	WHI4	1	YEAST	1903.33	3091.05	2185.96	2047.47		
Q07657	SHS1	1	YEAST	54575.5	53439	26025.5	23761.8	6693.72	7279.59
Q07666	KHDRBS1	1	HUMAN	337377	301870	385189	362235	350990	351114
Q07688	YPD1	1	YEAST	54051.5	63213.1	22720	19917.5	3707.61	5121.01
Q07716	AIM6	1	YEAST	27876.1	25101.2	10742.8	11820	2488.57	2167.97
Q07791	TY2B-DR3	1	YEAST	374601	272494	153492	142285	44989.1	37084.8
Q07799	LMO1	1	YEAST	34850.8	74198.8	25464.4	30096.2	6812.1	6310.18
Q07800	PSR1	1	YEAST	2970.77	2800.59	1183.55	1313.28	195.205	
Q07807	PUF3	1	YEAST	15954.7	12274	8134.54	6843.08	2007.12	4232.01
Q07812	BAX	1	HUMAN	74077.5	77799.6	85806.9	86215.8	86742.1	83719.1
Q07820	MCL1	1	HUMAN	3424.74	3690.49	4095.87	3004.09	3198.54	2854.72
Q07824	TPO1	1	YEAST	4394.64	4855.92	3668.5	2414.7	1191.99	1285.71
Q07825	FRA1	1	YEAST	34862	33003.9	15618.2	16070.2	5939.41	5600.73
Q07830	GPI13	1	YEAST	26927.5	20930.8	11893.9	10240.8	1558.34	1304.46
Q07834	YLL032C	1	YEAST	5373.08	3913.82	2963.33	2645.87		
Q07844	RIX7	1	YEAST	268512	240042	123818	105556	40781.1	32179
Q07864	POLE	1	HUMAN	18924.3	17025.8	20663.7	21208.2	19500.4	18898
Q07866	KLC1	1	HUMAN	62298.1	68101.6	82815	77199.7	77508.1	75996
Q07872	ENT4	1	YEAST	2109.73	1538.41	1560.98			
Q07878	VPS13	1	YEAST	48445.4	44640.7	22397.3	22657.1	8161.62	8321.64
Q07889	SOS1	1	HUMAN	9980.06	6480.02	9813.58	9485.84	9637.17	9539.15
Q07890	SOS2	1	HUMAN	3804.84	7030.88	8132.81	3962.58	3725.87	5224.54
Q07896	NOC3	1	YEAST	22392.5	23179.8	10055.3	11795.6	2801.45	2521.47
Q07897	CMS1	1	YEAST	20379.5	19067.2	8134.06	8179.88	1710.66	3112.29
Q07914	PAM18	1	YEAST	37222.9	49467.1	15947.2	18873.7	3682.72	3892.62
Q07915	RLP24	1	YEAST	99486.8	100105	52783.3	49794.5	14177	14903.7
Q07938	MEU1	1	YEAST	196599	210608	64054.5	76603.6	20215.8	20180.4
Q07949	PSR2	1	YEAST	8196.31	7902.8	3969.79	2732.78	6891.75	1016.62
Q07950	YEH2	1	YEAST	5285.15	8540.57	4893.63	4805.71	994.088	
Q07953	SDO1	1	YEAST	19013	15728.4	8479.26	7334.04	1913.88	2605.3
Q07954	LRP1	1	HUMAN	6367.34	6071.08	6581.32	9164.5	7701.42	7253.75
Q07955	SRSF1	1	HUMAN	481435	461492	602006	614041	509526	500690
Q07960	ARHGAP1	1	HUMAN	56849.9	56456.9	64612.7	61224.5	71556.7	68787.6
Q07963	UBR2	1	YEAST	110554	105861	38992.6	36990.3	6362.72	7243.24
Q07979	RSC58	1	YEAST	16633.3	17153.6	7802.84	8412	1439.13	2026.86
Q08001	LAM6	1	YEAST	6253.71	8255.47	7164.31	4954.93		
Q08004	BUD20	1	YEAST	15299.3	12054.7	7827.72	8922.71	2761.94	2726.61
Q08023	FMP25	1	YEAST	7064.88	7863.49	4295.83	3691.2	3391.57	
Q08043	ACTN3	1	HUMAN	558476	496959	527537	531851	590918	522651
Q08050	FOXM1	1	HUMAN		2916.11	2374.34	2333.73	1452.59	2387.58
Q08096	RCL1	1	YEAST	13138.3	15402.8	5341.23	7864.17	4416.16	
Q08117	TLE5	1	HUMAN	6921.37	6589.47	8321.65	8606.9	5660.02	7015.27
Q08144	TLG2	1	YEAST	8117.81	7273.55	3267.44	4097.15	2004.02	1506.63
Q08162	DIS3	1	YEAST	36471.9	36593.6	17015.1	16471	5223.46	5360.72
Q08170	SRSF4	1	HUMAN	54301.7	46651.9	55144.3	51959.1	50485.9	53001.8
Q08179	MDM38	1	YEAST	46170.8	36656.4	17176.2	16939.4	5070.99	3478.34
Q08188	TGM3	1	HUMAN	772.789	1048.33	951.054	611.613	451.2	605.797
Q08193	GAS5	1	YEAST	509012	477664	221387	203181	63684.7	51306.8
Q08199	SIL1	1	YEAST	13858.6	15013.2	6284.05	7992.68	2684.39	2531.09
Q08208	NOP12	1	YEAST	66076.9	57096.6	27364.3	26747.4	5810.41	6829.02
Q08209	PPP3CA	1	HUMAN	45730.9	55175.4	62533.3	54902.6	47641	46798.7
Q08211	DHX9	1	HUMAN	310651	278977	326744	339397	344850	349924
Q08217	PSK2	1	YEAST	4051.06	2753.51	1105.96	1219.54	352.033	626.051
Q08220	GSH2	1	YEAST	65990.9	62688.5	28398	28917.7	8664.87	8123.77
Q08224	THI20	1	YEAST	10816.3	4373.83	4163.1	6458.51	951.673	
Q08225	YOL057W	1	YEAST	51424.6	50875.6	22491.8	26182.2	6266.58	7358.71
Q08227	INP54	1	YEAST	6370.57	3559.07	2408.69	1781.45		
Q08229	NBA1	1	YEAST	8523.43	8046.18	4159.09	4228.14	1581.1	422.798
Q08230	SDH5	1	YEAST	10538.1	9453.24	7433.95	4053.07	2723.96	
Q08232	DSC2	1	YEAST	1206.5	371.508	370.99	779.881		
Q08235	BRX1	1	YEAST	43995.4	46114.7	26340.5	22060.1	4097.84	5452.14
Q08237	REX4	1	YEAST	9450.66	9857.06	5743.14	3576.78	2284.52	1036.69
Q08245	ZEO1	1	YEAST	1228830	1049300	663348	632997	126887	133802
Q08257	CRYZ	1	HUMAN	64518.8	66550.2	68313.8	69667.1	70563.9	76353.4
Q08273	HRT1	1	YEAST	24767.6	34760	13457.2	12160.5	3055.46	2568.64
Q08278	MED7	1	YEAST	15457.1	6502.39		4392.83		
Q08280	BSC6	1	YEAST	4703.28	4281.13	2113.88	1427.1	82.3716	
Q08282	PPM2	1	YEAST	5359.02	3783.45	2046.37	3152.67		
Q08285	RRP40	1	YEAST	11687.5	14747	3779.41	6024.57	1154.1	2751.57
Q08287	NOP8	1	YEAST	7974.14	7522.55	4866.47	4144.47		1422.42
Q08357	SLC20A2	1	HUMAN	887.192	1519.78	2243.5	1677.73	2333.08	2912.18
Q08378	GOLGA3	1	HUMAN	87916	83432.2	108201	104382	93322.4	99280.9
Q08379	GOLGA2	1	HUMAN	5174.82	6282.22	7817.76	8676.1	8472.69	8280.02
Q08380	LGALS3BP	1	HUMAN	7877.03	7208.98	4021.72	6064.5	5639.74	3940.52
Q08412	CUE5	1	YEAST	46762.5	37889.9	23944.4	19978	10364.7	6307.2
Q08421	ETT1	1	YEAST	155338	138727	65339.5	64166.2	16417.6	16497
Q08426	EHHADH	1	HUMAN	11603.7	11423.3	12673.1	13143.4	12314.7	14329.9
Q08431	MFGE8	1	HUMAN	2616.59	875.188	3303.54	1631.18	1457.5	2283.65
Q08438	VHS3	1	YEAST	5666.13	5097.03	1546.86	2834.38	699.134	
Q08444	NOB1	1	YEAST	10117.5	6887.72	3999.66	4635.02	1217.39	1902.31
Q08446	SGT1	1	YEAST	28780.6	23778.8	9203.5	13815.5	2513.74	2188.77
Q08484	GYP1	1	YEAST	2662.41	5020.76				2207.07
Q08491	SKI7	1	YEAST	1392.48	4225.6	680.784			
Q08492	BUD21	1	YEAST	19533.2	20681	12633.2	6727.91	2561.82	1244.16
Q08499	PDE4D	1	HUMAN	3881.4	2717.74	2260.04	2034.86	1292.6	735.937
Q08548	ALE1	1	YEAST	46409	51767.6	17292.3	20016.7	6768.99	6693.58
Q08554	DSC1	1	HUMAN	802.687	1590.74	2997.66	1231.44	1252.03	1956.54
Q08581	SLK19	1	YEAST	32402.5	28632.8	17938.4	17343.5	10000.3	8235.48
Q08601	MCA1	1	YEAST	114453	94135.2	45981.4	48933.5	10012.9	12133.6
Q08623	PUDP	1	HUMAN	10475.3	15234.5	18654.6	17356.7	11379.3	15246.3
Q08634	YOR238W	1	YEAST	8028.57	7826.23	3585.26	3621.21	1165.31	1317.56
Q08641	ABP140	1	YEAST	64850.2	58849.6	31013.5	30310.3	7323.53	9042.07
Q08645	MET7	1	YEAST	32987.7	25822.3	16860.6	14018.6	11747.7	9091.63
Q08647	PUS7	1	YEAST	41320	45032	17503.9	18159.6	5174.11	5963.94
Q08650	DGA1	1	YEAST	4264.82	7479.21		4079.25		
Q08651	ENV9	1	YEAST	26724.9	18835.3	9646.56	9430.38	4054.68	
Q08686	TUM1	1	YEAST	46336.5	40495.4	18159.9	20488.6	5465.34	5665.91
Q08687	TMA16	1	YEAST	37247.6	35431.3	17061	16338	4026.65	4013.15
Q08689	NAT5	1	YEAST	19131.3	13256.7	7552.26	7650.77	2701.09	2431.26
Q08722	CD47	1	HUMAN	27288.6	29289.9	26265	20174.6	10082.9	7911.73
Q08723	RPN8	1	YEAST	84801.1	72946.9	34740.9	36259	7917.3	9512.68
Q08726	GPN2	1	YEAST	24617.3	20452.6	11246.3	14158.9	5223.27	4413.32
Q08732	HRK1	1	YEAST	13439.4	10482.8	5691.69	7342.79	2579.39	1678.01
Q08742	RDL2	1	YEAST	46004.4	44430	24203.5	19329.5	2857.08	2709.54
Q08746	RRS1	1	YEAST	85428.9	78351	47860.4	46414.6	9816.07	8711.42
Q08752	PPID	1	HUMAN	107754	87835.6	114483	106267	94228.2	91945.1
Q08754	BUD7	1	YEAST	6488.78	7699.48	4187.56	2517.03		1720.54
Q08773	ISW2	1	YEAST	4073.89	5503	4608.13	1817.72		
Q08816	YOR352W	1	YEAST	6249.87	5015.01	2132.05	1635.02	731.153	578.107
Q08817	SOG2	1	YEAST	3106.99	829.047	1831.07	1530.51	674.07	1384.2
Q08818	MSC6	1	YEAST	8626.72	9644.07	2542.39	4977	3007.04	4172.04
Q08822	CIR2	1	YEAST	7631.79	7509.82	5383.58	4278.05	3063.34	1100.14
Q08826	SNX3	1	YEAST	18730.2	18212.9	8233.9	8852.87	2607.06	1938.21
Q08831	VTS1	1	YEAST	6148.98	4298.81	2566.96	1656.75	372.355	
Q08873	SCP1	1	YEAST	37055.7	28108.8	11466.4	17650.4	3705.31	4161.93
Q08886	GPB1	1	YEAST	29785.3	50682.2	39240.5	36705.1	4963.29	6007.79
Q08920	CBC2	1	YEAST	133893	135760	75522.7	70659	30487.9	27193.1
Q08921	TCO89	1	YEAST	8517.96	6287.02	5605.98	7004.05		
Q08923	CTI6	1	YEAST	1366.16	903.657	627.574	1106.09		
Q08924	RTT10	1	YEAST	16942.5	18960.9	7337.29	8279.63	1685.45	2982.91
Q08925	MRN1	1	YEAST	12088.8	10938.2	5975.33	5989.49	2218.93	2423.67
Q08945	SSRP1	1	HUMAN	357784	346613	385762	405008	379309	368192
Q08951	APL5	1	YEAST	81671.6	59847.4	34667.4	34041.9	14711.8	12349.2
Q08952	OXR1	1	YEAST	10445.7	6342.3	5319.12	3819		
Q08954	YPL199C	1	YEAST	40314.8	37099.4	13670.9	15364.4	5115.21	3803.56
Q08959	PGC1	1	YEAST	13691.7	15606.6	7521.54	5499.11		
Q08960	TYW1	1	YEAST	19760.4	17680.4	8191.33	9510.08	3936.46	4988.78
